loan_id,borrower_id,loan_amount,loan_tenure_months,interest_rate,loan_purpose,application_date,default_probability,is_default,credit_score_traditional
LN00000125,BRW000125,12289,24,11.421249575900179,Education,2024-11-03 06:03:28.510252,0.02,False,666
LN00000126,BRW000126,15126,12,12.316297811847662,Home Improvement,2024-08-17 06:03:28.510259,0.02,False,668
LN00000127,BRW000127,18993,36,13.053703749213838,Business,2024-12-24 06:03:28.510265,0.02,False,613
LN00000128,BRW000128,18333,36,16.453846376650233,Home Improvement,2024-09-16 06:03:28.510271,0.02,False,509
LN00000129,BRW000129,29699,48,16.24672995770549,Business,2024-12-02 06:03:28.510278,0.02,False,807
LN00000130,BRW000130,27125,24,18.20443127166543,Personal,2025-05-04 06:03:28.510284,0.02,False,756
LN00000131,BRW000131,27311,24,15.067749799273484,Business,2025-05-10 06:03:28.510291,0.02,False,774
LN00000132,BRW000132,63411,24,15.218111950642996,Medical,2025-08-07 06:03:28.510297,0.02,False,542
LN00000133,BRW000133,18651,48,16.337533542379763,Business,2025-08-05 06:03:28.510303,0.02,False,794
LN00000134,BRW000134,51276,24,19.377654331869852,Education,2025-06-08 06:03:28.510309,0.02,False,846
LN00000135,BRW000135,10000,18,10.322311263879632,Business,2025-01-05 06:03:28.510316,0.02,False,754
LN00000136,BRW000136,19878,24,15.230716829290202,Business,2024-11-17 06:03:28.510322,0.02,False,814
LN00000137,BRW000137,20876,36,19.956092174284528,Personal,2025-01-16 06:03:28.510329,0.02,False,729
LN00000138,BRW000138,10000,24,16.203341494919812,Personal,2025-02-17 06:03:28.510335,0.02,False,565
LN00000139,BRW000139,22834,24,15.115348005536017,Personal,2025-01-24 06:03:28.510341,0.02,False,700
LN00000140,BRW000140,24164,36,13.556089852843575,Business,2024-11-04 06:03:28.510347,0.02,False,547
LN00000141,BRW000141,35520,24,18.707541655068056,Medical,2025-08-02 06:03:28.510354,0.02,False,590
LN00000142,BRW000142,32393,12,14.556082083472218,Medical,2024-12-01 06:03:28.510360,0.02,False,681
LN00000143,BRW000143,10000,36,14.532339888372249,Personal,2025-02-25 06:03:28.510367,0.09058231139266873,False,668
LN00000144,BRW000144,57340,24,20.091209405850698,Business,2024-10-27 06:03:28.510383,0.02,False,696
LN00000145,BRW000145,15214,48,12.859364629716026,Business,2025-05-01 06:03:28.510390,0.02,False,470
LN00000146,BRW000146,13577,48,20.89413257302204,Business,2025-07-27 06:03:28.510396,0.02,False,634
LN00000147,BRW000147,32604,24,16.507207965913718,Business,2024-09-18 06:03:28.510402,0.03752521352318458,False,704
LN00000148,BRW000148,43514,48,16.073635628348015,Personal,2025-07-10 06:03:28.510409,0.3678204637189425,False,724
LN00000149,BRW000149,15097,18,16.856211684444144,Home Improvement,2025-07-08 06:03:28.510415,0.02,False,731
LN00000150,BRW000150,21258,24,16.06234312269591,Home Improvement,2025-02-10 06:03:28.510423,0.02,True,675
LN00000151,BRW000151,45656,12,14.415816297736383,Personal,2025-05-02 06:03:28.510429,0.08448718694535673,False,612
LN00000152,BRW000152,10461,12,17.032512022998752,Education,2024-09-14 06:03:28.510436,0.02,False,700
LN00000153,BRW000153,10000,36,14.530403739069811,Personal,2025-05-25 06:03:28.510442,0.02,False,620
LN00000154,BRW000154,33866,36,17.28412263543927,Personal,2025-07-26 06:03:28.510448,0.02,False,740
LN00000155,BRW000155,45798,24,22.93753189175512,Home Improvement,2024-11-02 06:03:28.510454,0.02,False,692
LN00000156,BRW000156,10000,18,17.98048732696367,Education,2025-07-22 06:03:28.510461,0.02,False,643
LN00000157,BRW000157,21673,24,15.43396580257861,Personal,2025-07-26 06:03:28.510467,0.4265472896741901,False,573
LN00000158,BRW000158,14787,36,16.76669341425761,Education,2025-05-28 06:03:28.510474,0.02,False,761
LN00000159,BRW000159,24413,18,15.040476889566229,Medical,2025-06-29 06:03:28.510480,0.02,False,705
LN00000160,BRW000160,10000,18,15.44851352652551,Medical,2025-07-15 06:03:28.510486,0.02,False,850
LN00000161,BRW000161,10000,36,15.664829485386226,Personal,2025-07-18 06:03:28.510493,0.09406220795643923,False,702
LN00000162,BRW000162,31539,48,17.425840214494706,Medical,2025-01-23 06:03:28.510499,0.02,False,710
LN00000163,BRW000163,19799,12,18.72037495805063,Medical,2024-10-13 06:03:28.510505,0.14885581061755526,False,503
LN00000164,BRW000164,73395,36,22.327624489023385,Business,2025-05-03 06:03:28.510511,0.1422575140173243,False,681
LN00000165,BRW000165,35271,24,17.94534880392399,Business,2024-11-06 06:03:28.510518,0.02,False,618
LN00000166,BRW000166,10194,18,12.709469502840552,Personal,2025-05-29 06:03:28.510524,0.02,False,732
LN00000167,BRW000167,39164,36,12.157151292761274,Personal,2024-10-10 06:03:28.510531,0.02,False,683
LN00000168,BRW000168,86400,36,15.798586335605808,Business,2025-06-08 06:03:28.510537,0.02,False,748
LN00000169,BRW000169,20788,12,19.001280964358223,Medical,2024-11-30 06:03:28.510543,0.02,False,850
LN00000170,BRW000170,30401,24,15.376137855188473,Medical,2024-11-13 06:03:28.510550,0.02,False,570
LN00000171,BRW000171,42629,36,15.422634469696558,Business,2025-04-10 06:03:28.510556,0.02,False,744
LN00000172,BRW000172,19274,12,18.69966315160298,Education,2025-06-23 06:03:28.510562,0.02,False,718
LN00000173,BRW000173,10000,24,15.919697565114289,Education,2025-07-30 06:03:28.510574,0.02,False,847
LN00000174,BRW000174,34362,12,19.103230589512762,Business,2024-09-10 06:03:28.510581,0.02,False,720
LN00000175,BRW000175,41764,18,11.485543250415155,Personal,2024-12-09 06:03:28.510587,0.14607659477243826,False,710
LN00000176,BRW000176,71006,18,17.430108535789977,Personal,2025-01-16 06:03:28.510594,0.02,False,735
LN00000177,BRW000177,10000,24,10.671327714998482,Personal,2025-07-08 06:03:28.510600,0.02,False,742
LN00000178,BRW000178,10000,12,16.799929999650548,Personal,2025-04-20 06:03:28.510606,0.02,False,795
LN00000179,BRW000179,12692,18,18.70195872929788,Personal,2025-07-11 06:03:28.510613,0.02,False,568
LN00000180,BRW000180,19257,18,11.115539317158978,Education,2024-12-02 06:03:28.510619,0.049898386416966506,False,610
LN00000181,BRW000181,33884,36,9.114284528105163,Personal,2024-09-03 06:03:28.510625,0.02,False,823
LN00000182,BRW000182,10000,24,18.55299459118198,Personal,2024-12-07 06:03:28.510631,0.02,False,454
LN00000183,BRW000183,47070,12,17.348238658423902,Home Improvement,2025-03-09 06:03:28.510638,0.02,False,641
LN00000184,BRW000184,45208,48,12.704338523257697,Education,2024-09-24 06:03:28.510644,0.144322609014083,False,664
LN00000185,BRW000185,46253,36,16.73307525391605,Education,2024-08-26 06:03:28.510651,0.02,False,632
LN00000186,BRW000186,17184,24,14.375684307364343,Personal,2024-08-24 06:03:28.510657,0.02,False,808
LN00000187,BRW000187,10000,24,15.462560567417599,Business,2024-10-13 06:03:28.510664,0.02,False,697
LN00000188,BRW000188,79302,12,15.194987830177642,Business,2025-04-16 06:03:28.510670,0.18656047800951203,False,611
LN00000189,BRW000189,13707,48,12.007839631475424,Business,2025-07-08 06:03:28.510676,0.02,False,586
LN00000190,BRW000190,39108,12,18.703287064231333,Business,2024-08-21 06:03:28.510683,0.2130339521526174,True,678
LN00000191,BRW000191,24278,24,12.82280092427948,Business,2024-09-26 06:03:28.510689,0.02,False,766
LN00000192,BRW000192,54338,24,16.27796292589213,Home Improvement,2025-01-06 06:03:28.510696,0.02,False,663
LN00000193,BRW000193,21140,48,17.95617144797053,Personal,2024-11-17 06:03:28.510702,0.02,False,636
LN00000194,BRW000194,23272,18,13.509770906825748,Personal,2025-02-12 06:03:28.510708,0.02,False,580
LN00000195,BRW000195,25436,24,15.175377833512265,Business,2025-06-29 06:03:28.510715,0.06668067149265201,False,687
LN00000196,BRW000196,30762,36,14.473711405954713,Business,2025-02-19 06:03:28.510721,0.02,False,681
LN00000197,BRW000197,10000,12,21.173481602062715,Personal,2024-11-18 06:03:28.510727,0.02,False,577
LN00000198,BRW000198,98765,12,18.744698011011366,Medical,2025-01-26 06:03:28.510733,0.02,False,752
LN00000199,BRW000199,20815,18,18.279615461851044,Business,2024-09-01 06:03:28.510740,0.02,False,820
LN00000200,BRW000200,34893,12,22.63124907028621,Business,2024-10-14 06:03:28.510746,0.02,False,654
LN00000201,BRW000201,74063,12,17.056320387812704,Education,2024-10-01 06:03:28.510753,0.02,False,680
LN00000202,BRW000202,21888,24,14.992128164673113,Education,2025-05-05 06:03:28.510760,0.02,False,539
LN00000203,BRW000203,10000,36,11.680517024345619,Home Improvement,2025-01-14 06:03:28.510766,0.02,False,723
LN00000204,BRW000204,10000,48,13.901413724584295,Personal,2025-01-24 06:03:28.510773,0.02,False,696
LN00000205,BRW000205,15370,24,16.477781897714646,Personal,2024-10-08 06:03:28.510779,0.02,False,617
LN00000206,BRW000206,28758,18,18.79415916578842,Personal,2024-10-12 06:03:28.510785,0.02,False,575
LN00000207,BRW000207,31267,36,14.038325621837265,Medical,2024-09-12 06:03:28.510792,0.02,False,834
LN00000208,BRW000208,54387,36,20.751010304040555,Business,2025-03-18 06:03:28.510798,0.02,False,688
LN00000209,BRW000209,10000,24,11.38123338496621,Medical,2025-01-12 06:03:28.510805,0.17595634327705933,False,558
LN00000210,BRW000210,26300,18,14.873596613072902,Home Improvement,2024-08-19 06:03:28.510811,0.02,False,735
LN00000211,BRW000211,36045,48,17.21137694726483,Business,2025-07-11 06:03:28.510817,0.04677463580589089,False,672
LN00000212,BRW000212,34979,12,16.393514904858204,Personal,2024-08-31 06:03:28.510824,0.21521271809436748,False,655
LN00000213,BRW000213,10000,12,17.43017585285533,Personal,2025-03-09 06:03:28.510830,0.02,False,747
LN00000214,BRW000214,16357,36,16.38553791037432,Personal,2025-05-28 06:03:28.510837,0.02,False,388
LN00000215,BRW000215,42233,24,17.944683913921956,Medical,2025-01-22 06:03:28.510843,0.02,False,469
LN00000216,BRW000216,11499,18,15.268225840885778,Personal,2024-12-28 06:03:28.510849,0.02,False,787
LN00000217,BRW000217,10000,24,15.098228292486018,Business,2024-10-27 06:03:28.510855,0.061086949513377536,False,637
LN00000218,BRW000218,34583,36,13.525060525022699,Personal,2025-03-23 06:03:28.510862,0.02,False,607
LN00000219,BRW000219,27982,36,22.52114020919589,Personal,2025-04-30 06:03:28.510868,0.29581709493322017,False,516
LN00000220,BRW000220,26486,18,15.764523705698313,Personal,2025-01-09 06:03:28.510874,0.02,False,669
LN00000221,BRW000221,13134,12,17.306581508210858,Business,2024-10-07 06:03:28.510880,0.5549464962795213,False,681
LN00000222,BRW000222,10000,24,15.365985528588869,Personal,2025-04-26 06:03:28.510887,0.02,False,794
LN00000223,BRW000223,47077,36,20.77565970439837,Business,2024-10-18 06:03:28.510893,0.02,False,687
LN00000224,BRW000224,318031,18,15.966369909595137,Education,2024-10-24 06:03:28.510900,0.02,False,619
LN00000225,BRW000225,10000,24,16.98246327137453,Home Improvement,2025-07-18 06:03:28.510906,0.02,False,690
LN00000226,BRW000226,49820,18,13.382893619309852,Medical,2024-12-26 06:03:28.510912,0.02,False,760
LN00000227,BRW000227,19206,12,21.281393885401208,Business,2025-04-19 06:03:28.510919,0.1310960150825954,False,739
LN00000228,BRW000228,28388,36,16.650983096536564,Education,2024-09-04 06:03:28.510925,0.02034559612046455,False,712
LN00000229,BRW000229,20998,12,21.39058953086203,Personal,2025-01-16 06:03:28.510931,0.02,False,677
LN00000230,BRW000230,127538,36,14.19776636385412,Business,2025-02-03 06:03:28.510937,0.02,False,591
LN00000231,BRW000231,11595,18,14.674021016903872,Business,2025-01-09 06:03:28.510944,0.40050474402274416,False,546
LN00000232,BRW000232,13613,18,14.418560998228994,Personal,2025-08-03 06:03:28.510950,0.1423306023317304,False,530
LN00000233,BRW000233,23410,48,15.148996984961952,Education,2025-04-27 06:03:28.510956,0.02,False,689
LN00000234,BRW000234,34681,24,18.011655125836075,Personal,2024-12-28 06:03:28.510963,0.02,False,699
LN00000235,BRW000235,64082,24,9.855083829449494,Personal,2025-01-03 06:03:28.510969,0.18851801597112902,True,759
LN00000236,BRW000236,32640,36,15.855194784393651,Personal,2025-01-18 06:03:28.510976,0.02,False,706
LN00000237,BRW000237,26380,18,13.657988085946968,Medical,2024-09-21 06:03:28.510982,0.02,False,755
LN00000238,BRW000238,15469,24,13.335846645180936,Personal,2025-02-12 06:03:28.510988,0.02,False,636
LN00000239,BRW000239,33188,18,17.404744761135795,Personal,2024-09-20 06:03:28.511027,0.02,False,727
LN00000240,BRW000240,12445,36,16.900048124761465,Medical,2025-04-05 06:03:28.511040,0.02,False,549
LN00000241,BRW000241,25891,24,18.589215543388757,Personal,2024-10-29 06:03:28.511046,0.02,False,643
LN00000242,BRW000242,18501,18,17.162150749187287,Home Improvement,2025-02-20 06:03:28.511053,0.02,False,466
LN00000243,BRW000243,10036,36,16.53923300277638,Medical,2025-03-09 06:03:28.511059,0.27637753723308267,False,653
LN00000244,BRW000244,76644,24,14.324274778523503,Business,2025-05-02 06:03:28.511065,0.03061904208038177,False,772
LN00000245,BRW000245,10059,24,13.219361663857978,Education,2025-04-18 06:03:28.511072,0.2868324076349651,False,657
LN00000246,BRW000246,16072,12,17.797342948248648,Home Improvement,2025-02-25 06:03:28.511078,0.07811001839039394,False,722
LN00000247,BRW000247,10000,48,15.232499461362952,Business,2025-08-08 06:03:28.511084,0.02,False,677
LN00000248,BRW000248,19257,48,17.19764892267421,Personal,2025-01-26 06:03:28.511091,0.05517676057352744,False,592
LN00000249,BRW000249,31159,24,15.98646295999304,Medical,2025-01-20 06:03:28.511097,0.02,False,631
LN00000250,BRW000250,10664,24,9.869201448837721,Personal,2025-06-11 06:03:28.511103,0.02,False,767
LN00000251,BRW000251,10000,18,17.45050207979809,Personal,2025-06-02 06:03:28.511110,0.21509083272919688,True,721
LN00000252,BRW000252,16317,18,14.122373045624887,Medical,2025-05-12 06:03:28.511116,0.02,False,588
LN00000253,BRW000253,19431,24,18.592594826008074,Personal,2025-02-17 06:03:28.511122,0.2787107449477615,False,511
LN00000254,BRW000254,18248,12,10.423384341054637,Education,2025-02-08 06:03:28.511128,0.02,False,670
LN00000255,BRW000255,78290,48,21.6971823011856,Business,2025-06-17 06:03:28.511135,0.02,False,591
LN00000256,BRW000256,28794,12,14.212026206709645,Education,2025-06-06 06:03:28.511141,0.02,False,632
